reviewerID,asin,reviewerName,helpful,reviewText,Rating,summary,reviewTime,review_length
A11SOH2A91EOB6,B007Y2KIHM,Michael R. Dawson,"[0, 0]",wifi doesnt turn need restart phone reception good dont know went developing,1,This battery cover is messing with my signal,"09 5, 2012",12.0
A24J6PQ0FN55A6,B008ULPBJG,WestGrl,"[0, 0]",darwin croc case designed fit kindle fire hd 7 according packaging also fit samsung galaxy tab tab 2 blackberry playbook toshiba thrive 7 8 tabletsthe cover pretty deep red shiny nice croc skin design doesnt feel look cheap case feels rather durable solid inside soft black microfiber ensuring kf protected scratching interior pocket would good small amount papers business cards fairly lightweightthe case easily folds back way use case feel durable time tell spine wear repeatedly microfiber inside seem mark easily microfiber usually requires damp cloth clean kindle held place elastic bands corner dont feel flimsy kf feels secure place case really show keep getting scratched dropped wouldnt prevent damagethe real fault find case besides price nothing hold shut strap simply folds shut like book thats see could problem taking kf previous cases sort strap elastic magnetic hold closed use considering price seems like important detail missing,4,Stylish & Durable,"09 25, 2012",147.0
A29LLF872OYDZW,B0053HSZQG,Gordinho,"[0, 3]",also present didnt open box much say product right looks nice heard one best phones s3 nice,3,GIFT,"02 18, 2013",17.0
A3F9CMU8KNAY1M,B00524U0WW,"Susan ""minniesm""","[1, 1]",dont use skype looking another headset since recently cell phone lot want hold phone ear hours time plus wanted hands free something else phone case means knit crochet time also recent news cell phones causing brain tumors definitely wanted get good headset one used really liked longer holding chargeso saw jabra easygo bluetooth headset thought id give try actually pretty comfortable ear reversible onoff switch tough get hard turn paired easily cell phone also like angled usb chargerbut heres kicker deal breaker sound rotten thats main thing want headset good sound right sounded like crackling tunnel something unfortunately dont recommend headset im using corded headset still lookout good sounding bluetooth headset,2,Not great sound,"09 27, 2011",111.0
AXRLM8I2VTIMV,B007DAIWJG,tk amazon queen,"[1, 1]",made prevent iphones glass cracking bt super cute ive dropped several times everything still tact color still amazing case strong bling bonded well doesnt look cheap person many compliments,5,superb,"07 22, 2013",29.0
A1JZFGZEZVWQPY,B006QLIW84,"Carter H ""1amazonreviewer@gmail . com""","[1, 1]",yes give boost many factors involved phone location consistant anyonewhen put phone unit went 4 bars 5 bars always case sometimes dropped bars sometimes gained box chocolates goosneck support much weight get car moving around guess whats going happen stable,2,Fair,"10 25, 2012",40.0
A2BPRCRJA1H0V2,B00EDB938C,Tamika Mills,"[0, 0]",price good fits tight dont fit plug car cd player dont play music,2,BLAH,"08 19, 2013",13.0
A31APFIC7H9FU7,B004CU1VW0,Saint Five-0,"[0, 0]",motorola h730 bluetooth headset one best headsets market experimented blue tooth headsets h730 offers best clarity comfort functionality compared intrusive earpieces market slightly larger motorola headsets still offers comfort features similar motorola models model able sync easily two cell phones carry daily work phone personal phonethe device simply powered flipping microphone boom closing power flipped open voice prompt indicates whether phone 1 2 connected well battery charge level one also able distinguish phone may ringing specialized ringtone set phone motorola comes quite additional features call answer reject voice dialing volume level increasedecrease etc controlled one three push buttons located top center bottom portions earpiece separate electrical outlet charging cable included earpiece also charged typical usb charging cord well plugged usb capable devicesoverall pleased purchase,4,MY MOTO,"03 16, 2014",124.0
A1GF4OPUJS9R0T,B003ELOOZO,"Michael Orr ""veteran techie""","[1, 1]",use window attachment think would good mount id suggestverizon iphone 44s universal ventadhesive combo car mountinsteadthis mount comes 3 ways attaching car direct sunction cup window round disk glue dash use suction cup attach vent mount window attachment seemed solid tried but1 california allowed use window mounts and2 cars toyota camry subaru legacy wagon toyota camry sloping windows id choose attaching mount lowwhere reaching eh phone cradle would hard even 6 attach within reach high obstructs part viewof road scratch attach disk dash easy elegant dash cars sloping flat surface attach disk especially close driverthe almostflat part dash puts phone far reach leaves ventmount unfortunately reviewers said flimsy wobbly detaches vent easily viablethe teeth locking mechanism go easily come easily tooi ended going verizon branded really generic use phone mine att iphone4s case referenced abovea vent mount contains actually locks bit vent better oneb ended gluing one dash since small rectangular gluing area small enough able find flat spot plasticbetween two center vents toyota camry,2,"Vent mount useless, Dash mount not good for rounded dash cars (e.g. Camry) , window attachment seems solid","03 27, 2012",165.0
A30UJIHAHOL7RK,B003SX0P1A,californiaman714,"[0, 1]",based saw online pretty excited getting case received case happy happy case seems like protect phone much drop feel like going end iphone going ordering another new case one feel plastic going last long,2,Not What I Expected,"01 3, 2013",34.0
A1WMBPPA1BNRUC,B00DY6KZ2A,"Orlando R. Garcia ""OG""","[1, 1]",tips work great accurate smooth great job writing notes simple sketches,5,Great stylus tips,"06 19, 2014",11.0
AQYPOQSJQP6WP,B008WG7PN4,kmaster54321,"[4, 8]",dont case ever get one know fake knockoff real lifeproof real lifeproof case samsung galaxy s3 released website sells 7999 2399 also comes black buy case disappointed find fake probably isnt waterproof amazon needs remove post case uses name copyrightedpatented product fakeread thisfind real case,1,"This is NOT, i said NOT the real lifeproof case.","07 29, 2013",45.0
A2GDAVLRWNYVXF,B00DD46UHC,D. Suguitan,"[0, 0]",great case s4 easy install stays tight provides good protection phone lightweight,5,Great case for my S4.,"12 4, 2013",12.0
A7829CRHD25WU,B000JHKU72,"Majik ""FTW""","[3, 4]",pros nice sound good feel head rotating cups nice mixing practice live see headset comes really nice carrying casecons extremely difficult pair device every time use spend five ten minutes trying get headphones pairing mode actually pair host device motorola used horrible one button interface operating power pairing even though two buttons headset button side headset useless proprietary supposed pauseplay music doesnt work device ive ever paired headphones little rubber flap covers usb audio input plugs always falling hanging lopsided headphones say package adverts connect headphone cable another device listen instead using bluetooth dont tell cable motorolas special headphone cable order motorola cant go store buy ipod headphone cable use headphones like devicesthe fabric inside headband nice keeping head sweating causes carpet burns back neck wear headphones around necknot recommended djs trust one never sure long battery going last theres battery meter really dont want headphones quit middle live show batteries get low theres series three beeps earbursting pop noise wrote motorola complain ask issue could fixed responded sending another set headphones problem workaround quickly jerk headphones head hear three beeps avoid hurting ears loud pop noise theres really bright led light fades headphones receiving audio cant disable side headphones kind neat first five minutes gets annoying minimum volume still sometimes loud default volume power always loud,3,Good Sound Difficult to Operate,"06 5, 2008",217.0
A5GPB33JX0X7D,B008F16J88,jamie,"[0, 0]",case fit s3 phone perfectly cover snaps place problems encountered dual colours gives case vibrant look,4,S3 case,"07 14, 2013",16.0
A1ZT3WBJV0G6VV,B008KKOGRA,Peggy Hall,"[0, 0]",purchased set three none adhesive stick phone glass contacted seller said going refund yet received refund several weeks,1,Bad batch,"06 27, 2013",18.0
A1062JQO414I12,B000IEB00W,AnticPart,"[0, 0]",looks really bad black s4 gave friend white s4 white one buy dont dont,3,Doesn't look good on the black S4,"07 15, 2013",14.0
A67XDKSTLP5N2,B005TENCJI,quackerfan1,"[0, 0]",case snaps front back fits well phone 3g stayed first try looks like advertised daughter happy,4,Nice case,"09 15, 2013",16.0
A1P610N368VDR8,B009Y0ZH6Y,AP,"[0, 0]",great case fits nicely low profile even though tpu case material workmanship feels good,5,great case,"01 27, 2013",14.0
ATOKT8QYK967L,B00BN7XNQW,"Steve B ""Mac User""","[1, 2]",biggest problem i8217ve found bike mounts need take dailyuse case use annex solved problem making slim line case attachment point built back thin lightweight smooth enough used everyday case fitment iphone 5 perfect attachment point bike easily fit stem trek domaneit also comes weather cover slips case relatively easily protect phone moisture wanted could leave phone time since touchscreen still usable cover it8217s nice able remove cleaner view unable get clear part cover completely clean appeared lightly fogged spots visible cover phone phone turned onthe connection method quite secure yet easy attach detach phone case turns 45 snap place requires releasing catch turning phone 45 release worries bumping accidentally releasing phonethe mount bike secure permanent orings style straps hold place couple included zipties make secure rubber piece built underside mount prevent slipping phone holds steady ridingonly time tell well case hold daily use feels pretty tough like otter box good enough expect hold well least year i8217ll update notice flaws timeannex makes mounts case connect including one car dash window i8217m advocate distracted driving phone securely mounted see easily seems like good idea changing music seeing gps mapit8217s great idea seems wellimplemented one major issue nearly 70 feels bit overpriced that8217s typical specialuse lowvolume production part thisi recommend case anyone wanting mount iphone bike securely easily willing pay premium protect valuable smartphone asset,5,Can't beat the security and functionality,"06 19, 2014",223.0
A2GE08NH0D0QY1,B008K9EJ82,anthony,"[0, 0]",fits nice snug little snug trying take case rips top plate back nice case lot grip,4,Great Fit BUT,"06 8, 2014",16.0
A2T4XPDLZBP7XN,B00EL94X72,Jakethesnake,"[0, 0]",ive used screen protectors long time problems first screen protector improperly made warped second one white mark thirds one foggy type look made hard see screen looked would take get replaced would cost much payed even worth getting replaced ill getting screen protectors another company trust,1,Not worth Getting,"03 2, 2014",46.0
AV34KNYW82YSS,B00J1O1VU4,A Rich,"[0, 0]",done well helping charge phone go ive used half dozen times week one thing concerns accidently dropped already entire thing came apart took good 10 minutes get back together didnt want force fear breaking opinion product needs sort improvement allow drops one many facts life people drop things able take light beating fall apart first drop,4,"Works great, but be sure not to drop it.","06 30, 2014",56.0
A3663SURZ5BSST,B008U6PQA0,Shell669,"[0, 0]",bought case daughter admiring pink casemate pop stand case absolutely loves caseloves color shes thrilled one issue jack thats used small round port bit short plastic part connected fat making go port way found one target fits perfectly case thank great case reasonable cost,5,Daughter loves this case :),"10 9, 2013",44.0
ACNZX639EJOER,B006EC5X6O,Monica H.,"[0, 0]",easy apply fits samsung galaxy 2 perfect im still first one got scratch screen peeled film back go actual screen,5,Screen protector,"08 8, 2012",20.0
A22MANL4US4RMY,B00CG5NN56,Book Carpenter,"[0, 0]",phones battery dying quickly able trade new one thought id replace battery one smaller guess cant expected last long still whats point buying new battery doesnt last day battery cannot keep phone working morning till evening im going try another battery ill taking phone plan months,2,Not Good,"12 19, 2013",46.0
AIYK0RFXUCP3W,B004BGSFOC,Brad Smith,"[0, 0]",received item cheap plastic wrap looking like could previously used made htc case putting cover impossible using dock station life much longer regular preinstalled battery well provides maybe extra 2 3 hours usage data turned isnt quality using spare emergency battery works well,2,definately not what i expected,"08 17, 2011",43.0
A37PZJH2F13IOR,B0031MA0UO,"J. Rose ""JR From the Ball so Blue""","[13, 18]",prosnice screenandroid osmarket storesprint support folks attitudeconsbattery issuesnetwork issueshtc sensetext appsprint support folks ability solve issuesvoice mailthis beautiful phone feels great hand premium finish like way phone gives tactile feedback youre using screen keyboardfor short time market app store full sometimes useful inexpensive apps android os seems like well planned outi also say forty hours ive phone folks sprint advanced technical folks folks htc quite nice friendlyim currently second handset many months first one refused let see texts voice mails 3 hour battery life due told issue text application processor never allowed app ever sleep running 100 timethose nice folks sprint sent new phone batterythe new one issues others baffling browser would refuse ever open apparently clear history daily keep happening browser seemed think germany flipping language despite never requesting itthe thing still wont let see voice mails sometimes dropping days later changing handcent text app per nice folks sprint seemed clear sleep issue processor sprint telling handcent may blame phone locking letting answer phone callsi cannot get hotmail account load phone use advanced task killer preserve battery phone already quiet heaven help get case muffle phones speaker phone huge amountsapparently use much internal memory place apps reside cause phone loose mind wellive tried turning htc sense reduces number screens types widgets use since theyve got paranoid using internal memory isnt huge hitreally sad got phone said fiancees phone worked little problem thats getting two stars id give anylagging processor unreliable build quality os kills phones usefulness stay away stay far far away,2,"Interesting idea, badly executed","02 26, 2010",253.0
AJNU8E5SHV6PQ,B004E10KFG,"Manuel Antonio Arce Arenales ""MAAA""","[0, 0]",looking speakers mi tablets ipad android well laptops pc mac pro took consideration portability performance even though price factor considerations cannot annoyed product underperforms terms volume definition compared example ihomes capsule speakers cost four times less compared options ihome logitech usb laptop speaker z305 speaker heavy unimpressive terms sound performance slightly less bulky logitech speaker nonetheless much lighter bulkier heavier far compared ihome capsule speakers unless absolutely need wireless speakers visible advantage could ascertain jambox youll much better served cheaper options,2,sorely dissapointed,"03 25, 2012",81.0
A25JC2WZ934VF9,B00AYBNQ7Y,Luckiegirl,"[0, 0]",price product great howver material seems cheap hope lasts would perfect altenate case everyday case,3,GREAT IDEA,"03 21, 2014",15.0
AYZWH0EYHFTPG,B00B8LR59Y,JC,"[0, 0]",try put case felt like going brea feels cheap thumbs hurt everytime try press buttons,1,Terrible case,"01 21, 2014",15.0
A27DRQHLTVY9N8,B00A533DWO,Rando,"[0, 0]",fantastic deal 2 batteries charger like 1800 size original galaxy s3 battery last noticeably longer battery comes s3 complete piece junkno nfc battery though,5,Lasts noticeably longer than the stock Galaxy s3 battery,"05 28, 2013",24.0
AC1X7ZU890TLI,B000YE54F8,Tracy A. Pounders,"[0, 0]",picture misleading doesnt 3 stripes youd need iphone 2 stripes doesnt work advertized,1,Doesn't work with Iphone,"01 4, 2013",13.0
A16R09SYQR13YW,B00BQTDEV6,"Linda Niemela ""Chilax1""","[0, 1]",looking fits perfect isnt hard get kickstand works looks good silver phone,5,Perfect,"10 28, 2013",12.0
A3DECYNDZ38COQ,B008O6UFNY,Happy Days Ahead...,"[0, 0]",charger worked well two weeks trouble keeping charge wont charge iphone charger comes type connect loose didnt fit well comparment provided wouldnt charge half timeits shame easy use remove,2,"Worked great for about 2 weeks, but is plagued by a vaulty cord","05 6, 2013",29.0
AY1NUCXXJ5WD5,B0042I3J1I,Hummingbirds,"[3, 10]",works great use nightstand charges overnight nice night setting clock cant use nice protective case fail,2,"Looks nice, convenient, but can't use w/ case!","11 20, 2010",16.0
A1IYNAR6D6TE1K,B009C45V54,B. Haase,"[0, 2]",huge elago case fan absolutely love cases 4 glide iphone 4s various colors purchased flex waiting glide iphone 5 since released two awful colors say case sucks first power button doesnt come contact iphones power button nearly impossible turn phone without putting dent fingertip second case material bought orange within week right dirty pants pocket bags worst part dirt clean matter used disappointed first bad experience elago otherwise make great cases,1,Awful,"11 17, 2012",71.0
A4XF0Z4VW0QBP,B003SX0OXO,jimmygoroar,"[1, 1]",case poor excuse protection phone doesnt even come sides far enough leave lip sticking front phone protect screen dropped screen case would nothing covers back part sidesalready returned better,1,piece of junk!,"12 4, 2012",29.0
AIFK71BDW4N6Q,B008D6PTRW,JE47,"[0, 0]",cover one kind estimation stranger come ask could see phone cause across room intrigued course shared could find one excited said couldnt wait get home look selections know order fun fun fun,4,VERY UNUSUAL,"06 5, 2013",32.0
A2INWY60GIE8CV,B006R9E41E,melissa lundeby,"[0, 0]",case broken even got put phone disappointed shipping way high faulty product couldnt even use,1,Broken.,"09 3, 2013",15.0
A8KAWQ49RHYQY,B00CLENB1I,Daniel,"[0, 0]",cd mount confuses cd playerwhen mount one cd player car thinks inserting cd slot left idle playing nothingalso mount falls cd slot easily returning amazon expecting full refund,2,Didn't work for me,"09 3, 2013",28.0
A3TNM3C9ENUCFW,B006VDPCGC,"A.M.Boughey ""Poetmaster""","[1, 1]",unlike reviewer able get iphone 4s case certainly tight squeeze easy easy outsweat proof low profile fits upper arm snug adjustablehowever dont find anything remarkable frankly getting tired overpriced iphone ipod accessories sure im fan made china knock offs need start voting wallets stuffok wont win awards 2 stars,2,It's an armband?,"07 5, 2012",49.0
A107K10JTO8NSH,B006FCO06W,jonnii,"[0, 0]",bought daughter looks great ad picture arrived okay product quality good purple piece cover black rubber keep falling occasionally wellmade designed product cheap decided buy itnot recommend,3,Okay Product,"04 11, 2014",27.0
A1D57TSKTBBBJN,B005FPT380,Camera Shy,"[0, 0]",comparing motorola hx550 motorola h730 years experience motorola h730 opinion remains 5 star product recently bought newer motorola hx550 thinking maybe would upgrade h730 better every way including wearing comfort slipping ear call quality wearing h730 call quality person talking yes compared units multiple people end h730 preferred time button controls vol buttons better hx550 large command button used superior h730i plenty bluetooth headsets h730 march 2013 still best tried tried units cost nearly 200so youre considering hx550 bad may want consider h730 well,3,Not as good as the Motorola H730,"04 13, 2013",84.0
A1GHEEH671H415,B009GSI0MM,K. Siler,"[0, 0]",live las vegas heat tends release suction cup items car expected like honestly rarely suction cup releasing happens maybe every 2 months release button side works well wish side left handed get used anyways holds phone well adjustable nut back lets change angle might want great displaying horizontally videos vertically using gps phone would suggest anyone looking dash mountable phone holder,5,Great phone holder,"05 29, 2014",61.0
A3Q0E27ERXNKNW,B00COL0B16,MC,"[0, 0]",ordered mainly 10 ft takes long time charge ipad charge using charger plugged wall havent tried lenghts based one working one needed would order,2,Sturdy and beautiful but does not charge well,"11 29, 2013",24.0
A1JE96LJUT3H96,B005ZG0342,MikeM,"[0, 0]",case fits perfectly complaint isi wish sides case rubberized easier grip,3,Fits like a glove,"07 26, 2012",11.0
A2QO4VKLNYGFPB,B005Q31NDO,Amazon Customer,"[0, 0]",like dualvoltage capability problems holding cords place charge properly keep pushing cords plug make sure fully keep slowly sliding,3,Cords don't stay in plug.,"05 13, 2014",19.0
A15AV3515XLU5E,B00FZBATIC,djenvision,"[0, 1]",bought thinking would great product boy wrong tag fits nice inside phone really add bulk could see comes charging never got phone 80 regardless charger used ended returning item getting samsung wireless charging back seemed work well,1,Could never get a full charge on my Note 3,"02 24, 2014",37.0
A21LAY2T4KERFL,B001713AAI,"Chines ""MagnaRider""","[0, 0]",ive earbuds 2 years recently left earbud started cut motion renders relatively useless activity involving laptop ear phones fine keep mind ive two years ok started cut nowthey came three sets rubber earbuds could select size comfortable chose smallest like earbuds deep ears super comfy fit could wear day long irritationits also somewhat important consider taken good amount abuse years specifically running treadmill plugged machine got tugged yanked lot probably recently started problemoverall great set lasted long long time big sound guy think sound great,4,Long time user,"05 26, 2010",85.0
AIJARR63W5RG3,B0042TY68C,Tony D,"[0, 0]",battery extended charge time double evo awesome phone amazing capability however battery life awful full charge phone dead 2pm go day night still life left put charger night thumbs seller problem shipping made right immediately thanks one slight problem though new battery back cover makes phone thick put case im going find case fits extended size,5,A MUST have for any evo owner,"07 2, 2011",56.0
A13ECLMQCHK6FX,B003YVZDSQ,Courtney M Roepke,"[0, 0]",loved case love anything zebra print awhile start get nasty gross,4,Loved but could have been better,"12 8, 2013",11.0
A15DZOS6KVANQH,B00278ZQBQ,D. Johnson,"[1, 1]",knew could make basic thing cutting piece cardbard size would saved order hassle flimsy item cant believe positive reviews wife thought trash threw away left counter doesnt adjust securely hold droid purchased take family self portraits didnt hold proper angle comfortable risking droids safety placing thing cetainly wouldnt try interact droids screen holder,1,Flimsy and not adjustible,"03 14, 2011",53.0
A3QCZ4TP68OKPX,B009339N08,Amanda,"[0, 0]",great fit ones likes keep phone like dont enough room stuff,3,Its Ok.,"01 5, 2014",11.0
A3VT0IMCIUOD83,B0098T58W4,JC Memphis,"[0, 0]",overall good case materials workmanship good provides adequate protection pretty cases screen protection different earphones use worn phone case phone fits snugly holster good fitand bad car solution requires lightning adapter charger adapter iphone 5 fit case reason cannot use daily caseas side note also got seidio waterproof case mil spec protection awesome case note however accept charger adapter either,3,Good case,"01 27, 2013",60.0
A3KUQ3M1O3L9DW,B003V1LMBG,"C. Hunter ""CH""","[0, 0]",came slight marring film resulting bubbles phone double checked debris looked manufacturing defects cosmetically acceptable problem removed threw away wasted one,2,Watch for defects,"03 29, 2011",21.0
A2PG0B94M59W4R,B00BU955HI,Marc,"[0, 0]",looks good im sure worked would wonderful charger case compatible iphones say worked times back phone sad due good looks innovative design,2,A disappointment.,"01 1, 2014",22.0
AY9W4QLSDM8TY,B005GGBYJ4,The O'Bryan's,"[0, 0]",use transfer photos canon t3i galaxy s3 edit share many different platforms usually use traveling would like share pictures others transfer photos 64gb mini sd free space pictures works advertised would recommend future buyers,5,perfect,"10 2, 2013",34.0
AR0AT8GFOCVGT,B00CBTTA4A,Paul Hartley,"[0, 1]",purchased battery backup samsung oem battery surprised weak 34new34 battery keep charge long 6month old constantly used samsung oem battery fyi galaxy s4 model number sch970 dual proscessor running android version 442 os run phone battery saving mode halflit display power setting seems make difference concerning ankers liion battery volts 38v capacity 2600mah watthour 988wh battery also understand ensure peek battery performance time time need perform deep discharge battery ensure battery build memory reduces overall shorten battery life cycle however battery supposed new concern quickly buyer beware,2,Disappointed,"05 12, 2014",87.0
A2NUBL2UYWPBWR,B004K09LVU,C,"[1, 1]",quite excited receive immediately put travel tech bag luckily still kept usual travel electronics kit intact test becausecons usb end big cigarette lighter outlets barely got fit subaru outbacks outlet front car unable get fit colleagues rental cars 2 business trips past monthpros love whole idea 2in1 car home charger like prongs fold unit prevents prongs scratching stuff bag provides enough power charge current tablets smartphones tested iphone 5 iphone 4 samsung galaxy kindle fireoverall recommended reservations size,4,Charges current models of smartphones and tablets.,"01 6, 2014",78.0
A1RIQUDE4B8NGX,B000CQXHOS,Wildness,"[0, 0]",recently dropped land line went 100 wireless telephone service change wanted make sure didnt suffer numb arm talking smaller cell phone longer periods wanted use handsfree approach previous experiences satisfying back day earbuds dangling wires new cellphone came bluetooth wireless capability opened new world optionsi played number store didnt get real world experience really liked design feel h700 research much reviews amazon left bit skeptical many unfavorable reviews written mentioned negatives like poor sound quality minimum range bluetooth connective problems name decided side review read positive reviews amazonthe bottom line happy h700 experienced absolutely problems people talked hear fine hear h700 7 feet phone reception problems h700 easy setup phone lg vx8300 immediately connects whenever turn device onfeaturewise h700 great buttons easy use understand flip mic great ideathe phone rings flip open keep closed conserve power call answered immediately flip closed end call powers well h700 also features button answering ending calls dont want power uniti highly recommend motorola h700 bluetooth headset choose yet find negative,5,Very Pleased with the Motorola H700,"12 29, 2006",166.0
AZJ3ALSGDNPDN,B0068OP30O,Richard Bryant,"[0, 0]",received quickly brand new packaging fits iphone 4s perfectly problems access port coverings protects phone quite well droppedwhich,5,Otterbox Case,"12 19, 2012",18.0
AHNHLGKIZ2N3B,B00B1HVI4I,"D. R. Jeanclerc ""Reader, Listener & Obsessive...","[0, 0]",belkin car charger allows power two devices comes detachable lightning cable use latest apple mobile devices iphone 5 ipad mini etc also charge almost usbbased device simply plugging charger olderandroidpc devices also work since lightning cable detachable flexibility choose two devices charge timeits important note charger also packs power particularly cheap generics ports delivering full 10 watt charge means devices charge quickly handy convenience since car charging usually result lastminute planningits pricey yes welcome world accessorizing apple ecosphere flexibility charging almost two usb devices independently power 2x10 watt ports justify cost case highly recommended,5,"Power, Flexibility and Convenience More than Justify the Cost","04 25, 2013",94.0
A2V8KUTGU8RYHM,B00B4O7GIA,NJ Solutions,"[0, 0]",snug thin battery packcase great protection around iphone 5 far full charges works great gets 85 use battery nearly drained completely scientific seems case may get 100 use charging havent tried gripes bit slippery side see dropping headphone jack extension hole big enough fit headphones beyond apple headphones mophie juicepack air released also got include headphone extension much better nonslipping feel grip mophie air released beats maxboost defender case hair opinion otherwise look act fairly similar imo,4,Very good iphone 5 battery case,"03 19, 2013",77.0
A1KRF81GTI2KKT,B0073C0QSE,tropical girl,"[0, 0]",quite excited order finally iphone took way longer expected delivered impression ordering got 3 lens surprise 2 came mail never contacted seller petty magnetic sticker placed phone constantly comes back screen protector phone might well take peel time take lens offdont get wrong photos take fish eye turn really cool part sometimes black ring around pic lens isnt big enough small enough keep pocket nice alright id stick camera phone buy slr,2,"Late, and not complete","01 31, 2014",72.0
A260SSASBXC090,B008OHNZI0,Ryan,"[2, 2]",ive lot experience screen protectors im paranoid scratches one better ones purchased iphone 5s first announced little nervous might fit new fingerprint scanner im happy report fingerprint reader size previous generations home button screen protectors fit iphone 5sthese protectors went easily im ocd lining cutouts perfectly even lifted screen protector reapplied several times affect ability protectors cling screen help prevent dust gathering screen try applying bathroom shower running room gets nice humid seems help dust settle,5,Works great on the iPhone 5S,"09 26, 2013",76.0
A2OK1J0FKAM6L,B0065VZ5HQ,JWales,"[24, 24]",price point product pay 2 bucks truth eactly receive 2 dollar screen protectorit way early speak durability film things make merely okay productas already noted another reviewer pull tabs placed bottom protector covers mic hole guide proper placement time get top phones face problematic minus 1 stari understand making protector tad smaller actual face makes easier installation 23mm around entirety cover otterbox commuter case still see edges screen protector four sides minus 1 stari really hoping cost conscious solution halo end get pay sgp pay twice cost 2 protectors get protector cut greater precision better aesthetics naked areas protector edge case edgewhile doubt steinheil better protective film material halo dont want look gapped face expensive phone next 2 years save 7 bucks,3,Hard pressed to get excited over,"02 14, 2012",122.0
A27LB0VUIXIX8H,B00DCICXMU,William Brown,"[0, 1]",case ok thats price case isnt meant drop protection made better gripthe good1 price2 better grippingnonslip3 keeps camera lens surface laid down4 holes match up3 lightweight4 slim sizenot bulkythe bad1 real drop protectionnew cases still made note 3 keep checking releasesi hope better day,3,It's OK.,"10 12, 2013",44.0
A2GXUUFIPRIBX9,B0000ALPBP,p47dude,"[6, 6]",earpiece stamped verizon different finish pictured packing slip enclosed usps envelope came showed accstop oxnard ca 247 guess doesnt matter still item pictured also came little plastic baggie represented newcannot try 35mm adapter hasnt arrived item earpiece set purchase,1,Not as pictured,"05 5, 2011",39.0
A174X7S1J75AZ3,B000E7YSWK,Jamie Hamel-Smith,"[2, 2]",battery life phenomenal ive using headphones thejabra bluetooth music adapterand headphones outlast adapter every time talking 8 hours constant useim also using headset along pc razrv3m phone support stereo bluetooth audio a2dp support regular headset profile bluetooth enabled phones means headphones work regular wireless headset bluetooth enabled phone skype pc macon pc headphones provide mic input mono headset feature stereo headset feature means watching video listening music beautiful stereo sound call comes though skype itll switch microphone mono headset profile voip conversation true using music adapter mentioned mobile phone call comes music pauses mutes depending device answer call tapping left ear piece tapping right ear piece pause mute music timesound quality actually impressive youre using pc sound coming mudddy crackly means youre using stereo higher audio quality well profile quite possible listen music using mono used mobile phone conversations profile youre missing great sound doa great thing sound quality range quite wide hear certain things music headphones ipod zune headphones wont reproduce headphones earbuds earplugs call actually still hear someone speak wont completely obliviousthey came wall charger well usb cable thats nice manual says use cables charge headphones close observation reveal ordinary usba usbminib cable probably digital camera uses,4,"So far, so good.","05 27, 2008",199.0
A2RJSQRTO871CZ,B0085OB0IE,ZDarryl,"[0, 0]",battery pack awesome using 2a port charges galaxy s3 phone super quick also nice comes variety charging tips use micro usb 30 pin ipod connectors topped galaxy s3 times completely recharged daughters itouch nano battery pack still four lights originally charged week ago come handy camping didnt leave things car charge also used traveling nice find outlet charge phone etc plug pack recharged time without tethered wallit really nice 3 ports charge couple phones ipod tablet timeat 12000 mah perfect galaxy s3 2100 mah battery new nexus 7 fhd 3950 mah battery recharge phone almost 6 times nexus 7 fhd 3 times awesomethis first battery pack even though matches dimensions given375x325x09 well pictures bigger expected guess thinking size pack gum high capacity realively smallat first thought fact power button needs light touch turn unit potential negative considering fact easily turn inside backpack etc powergen perfect solution unit charging anything automatically turns 60 secondsone thing dont understand two ports labeled know share 2a 3rd port dedicated 1a called small manual says use port apple products maybe apple standardif ever found dead phone tablet ipod way recharge perfect solution need one emergency charge phone partial charge tablet 5000 mah battery pack much smallerbefore bought traveling using phone gps take pictures hour phone dead boy wish battery pack could recharged without go back car half houri highly recommend lifesaving convenient producti bought 47 sale 38 bargain,5,Awesome powerpack for Phones and tablets,"08 3, 2013",233.0
A2AS281JRDBLTQ,B004TBY6YW,Daniel,"[0, 0]",works pretty well even noisy environments like trading floor server room sound quality good quite loud galaxy s3 one wish cable tacky snags clothes produces lot cable noise resulta fairly minor complaint something works well affordable,4,Great alternative to bluetooth,"02 12, 2013",36.0
A7HJLL4S50D0Q,B008IRBWUO,~M,"[2, 2]",unfortunately side broken even opened second purchase first broke tried take phone didnt get around returning gave went back case cover,1,So cute,"01 2, 2014",21.0
A3LPN286ZSANDJ,B002LKWYTW,pandora graham,"[0, 0]",thought said faceplate also came back thats back plate fits back moral story always read everything look pictures reviews,2,disappointed,"03 16, 2013",19.0
A24M6ISPA5J8RC,B0097BEG1C,Sean,"[0, 0]",received earpods lot sooner expected losing days prior upon opening small package immediately noticed casing securely didnt apple logo back upon inspection headphones theres definitely difference quality compared real thing imitation headphones stiff sound quality par real thing,2,Not authentic Apple EarPods,"08 22, 2013",38.0
